label,text
🤩,This time I felt warm.
🤩,This time I knew you were joking.
🤩,This time I sensed a feeling of release.
🤩,This was a hilarious adventure and I shamelessly enjoyed it. 
🤩,Treasure each moment.
🤩,treasuring the moment
🤩,urge to explore
🤩,vitality
🤩,warmth
🤩,We all feel her charm.
🤩,We are ready to go.
🤩,We want to go exploring.
🤩,We're just delighted to be here.
🤩,What a jolly old soul he is.
🤩,You crack me up.
🤩,You entranced me.
🤩,You exhilarate me.
🤩,You have never seen anything like this.
🤩,You laugh so much.
🤩,You seem a bit stimulated.
🤩,You seem appreciative.
🤩,You seem aroused.
🤩,You seem charmed.
🤩,You seem cheerful.
🤩,You seem elated.
🤩,You seem entranced.
🤩,You seem exhilarated.
🤩,You seem free.
🤩,You seem full of energy.
🤩,You seem in high spirits.
🤩,You seem invigorated.
🤩,You seem liberated.
🤩,You seem rejuvenated.
🤩,You seem revitalized.
🤩,You seem to be joking.
🤩,You seem to be treasuring the moment.
🤩,You seem to enjoy this.
🤩,You seem to feel a little warm.
🤩,You seem to feel a release.
🤩,You seem to feel you're vital.
🤩,You seem to have an urge to explore.
🤩,You seem to have fun.
🤩,You seem to reminisce about yesterday.
🤩,You seemed to feel a childlike curiosity in regards to that.
🤩,You sound delighted at the news.
🤩,You sound joyful.
🤩,A diverse voice has a valuable story to share.
🤩,A giggly little story with a sweet edge to it.
🤩,A lifetime achievement in one story.
🤩,A perfect realization of telling a story.
🤩,A tour de force of greatness.
🤩,A tour de force of modern storytelling.
🤩,A well-balanced community is a mix of many things.
🤩,A well-rounded tribute to someone whose achievements reached far beyond.
🤩,adrenaline rush
🤩,aesthetic appreciation
🤩,All the feelings passion laughter cascade effortlessly over the screen.
🤩,Art for the sake of art.
🤩,Art is amazing.
🤩,awestruck
🤩,basking
🤩,Beauty is in the eye of the beholder.
🤩,bliss
🤩,Cannabis makes him seem dreamy.
🤩,Check this out it's the best.
🤩,delirious
🤩,dizziness
🤩,dreamy
🤩,ecstasy
🤩,euphoria
🤩,exuberant
🤩,flirtatious
🤩,flourishing
🤩,giddy
🤩,giggling
🤩,gloating
🤩,glory
🤩,He almost exudes exuberance.
🤩,He appeared to be experiencing an adrenaline high.
🤩,He felt an adrenaline rush.
🤩,He is a maniac.
🤩,He liked it a lot.
🤩,He looked as if he flourished.
🤩,He looked as if transcendent to material being.
🤩,He looked at her with serenity.
🤩,He looked delirious.
🤩,He looked dizzy and wobbled a bit.
🤩,He looked ecstatic.
🤩,He looked enraptured.
🤩,He looked exuberant.
🤩,He looked flirtatious.
🤩,He looked giddy.
🤩,He looked glorious.
🤩,He looked hysterical.
🤩,He looked inspired.
🤩,He looked like he was about to giggle.
🤩,He looked like he was going to gloat.
🤩,He looked like he was in heaven.
🤩,He looked marvelous.
🤩,He looked overjoyed.
🤩,He looked passionately at her.
🤩,He looked peaceful.
🤩,He looked pumped up.
🤩,He looked reverent.
🤩,He looked triumphant.
🤩,He looked upon this with wonder.
🤩,He seemed a bit maniacal.
🤩,He smoked marijuana and felt dreamy.
🤩,He sounded rapturous.
🤩,He sounds as if he's giggling.
🤩,He sounds at peace.
🤩,He sounds awestruck.
🤩,He sounds blissful.
🤩,He sounds completely hysterical.
🤩,He sounds delirious.
🤩,He sounds ecstatic.
🤩,He sounds euphoric.
🤩,He sounds flirty.
🤩,He sounds flourishing.
🤩,He sounds giddy.
🤩,He sounds gloating.
🤩,He sounds glorious.
🤩,He sounds horny.
🤩,He sounds inspired.
🤩,He sounds lightheaded.
🤩,He sounds like he feels a vigor.
🤩,He sounds like he had an orgasm.
🤩,He sounds like he is just basking.
🤩,He sounds like such nirvana.
🤩,He sounds marvelous.
🤩,He sounds overexcited.
🤩,He sounds overjoyed.
🤩,He sounds passionate.
🤩,He sounds really pumped up.
🤩,He sounds reverent.
🤩,He sounds serene.
🤩,He sounds sexy.
🤩,He sounds so tranquil.
🤩,He sounds triumphant.
🤩,He sounds wondrous.
🤩,He sounds zealous.
🤩,He totally at peace.
🤩,He totally felt euphoria.
🤩,He totally inspired.
🤩,He totally overjoyed.
🤩,He totally sexy.
🤩,He totally was feeling a vigor.
🤩,He totally was flirtatious.
🤩,He triumphantly declared his victory.
🤩,He was a complete maniac.
🤩,He was an unimaginable beauty.
🤩,He was awestruck by the occasion.
🤩,He was basking.
🤩,He was blissful.
🤩,He was delirious.
🤩,He was dizzy.
🤩,He was dreamy.
🤩,He was ecstatic.
🤩,He was exuberant.
🤩,He was feeling a reverence for him.
🤩,He was flourishing.
🤩,He was giddy.
🤩,He was giggling.
🤩,He was gloating.
🤩,He was glorious.
🤩,He was horny.
🤩,He was hysterical.
🤩,He was in wonder.
🤩,He was lightheaded.
🤩,He was marveling after that.
🤩,He was orgasming or orgasmic or both.
🤩,He was overexcited.
🤩,He was passionate.
🤩,He was pumped up.
🤩,He was rapturous.
🤩,He was serene.
🤩,He was spiking an adrenaline rush.
🤩,He was thrilled.
🤩,He was totally in a state of nirvana.
🤩,He was transcendent.
🤩,He was very appreciative of the music.
🤩,He was zealous.
🤩,horny
🤩,hysterical
🤩,I am a flirt.
🤩,I am at peace.
🤩,I am awestruck.
🤩,I am basking in your glow.
🤩,I am blissed out.
🤩,I am deeply in an aesthetic appreciation.
🤩,I am delirious.
🤩,I am demonstratively exuberant.
🤩,I am dizzy.
🤩,I am dreamy.
🤩,I am ecstatic.
🤩,I am euphoric.
🤩,I am experiencing an aesthetic appreciation.
🤩,I am flourishing.
🤩,I am giddy.
🤩,I am giggling.
🤩,I am horny.
🤩,I am hysterical.
🤩,I am in a state of transcendence.
🤩,I am in nirvana right now.
🤩,I am in total rapture.
🤩,I am in wonder.
🤩,I am inspired.
🤩,I am lightheaded.
🤩,I am overexcited.
🤩,I am overjoyed.
🤩,I am passionate.
🤩,I am pumped up.
🤩,I am pushing an adrenaline rush.
🤩,I am reverent.
🤩,I am serene.
🤩,I am sexy.
🤩,I am thrilled.
🤩,I am totally gloating.
🤩,I am tranquil.
🤩,I am triumphant.
🤩,I am vigorous.
🤩,I am zealous.
🤩,I can be like exuberant.
🤩,I can be really flirtatious.
🤩,I can feel like I transcend ordinary life.
🤩,I can feel like I'm tranquil.
🤩,I could just eat you up.
🤩,I feel a bit lightheaded.
🤩,I feel a gentle and serene tranquility.
🤩,I feel a little exuberant myself.
🤩,I feel a pure bliss.
🤩,I feel a sense of pure wonder.
🤩,I feel a thrill.
🤩,I feel a zeal.
🤩,I feel an adrenaline high.
🤩,I feel awestruck.
🤩,I feel delirious.
🤩,I feel dizziness.
🤩,I feel dreamy.
🤩,I feel ecstasy.
🤩,I feel euphoria.
🤩,I feel exuberant.
🤩,I feel flirtatious.
🤩,I feel flourishing.
🤩,I feel giddy.
🤩,I feel gloating.
🤩,I feel horny.
🤩,I feel hysterical.
🤩,I feel inspired.
🤩,I feel lightheaded.
🤩,I feel like giggling.
🤩,I feel like glory.
🤩,I feel like I can bask in the success.
🤩,I feel like I'm delirious.
🤩,I feel like I'm gonna come.
🤩,I feel like I'm in nirvana.
🤩,I feel marvelous.
🤩,I feel orgasmic.
🤩,I feel overexcitement.
🤩,I feel overjoyed.
🤩,I feel passion.
🤩,I feel passionate.
🤩,I feel peaceful.
🤩,I feel pumped.
🤩,I feel rapturous.
🤩,I feel reverence.
🤩,I feel serenity.
🤩,I feel sexy.
🤩,I feel so awestruck.
🤩,I feel so blissed right now.
🤩,I feel so delirious.
🤩,I feel so euphoric.
🤩,I feel so horny.
🤩,I feel so like I am basking.
🤩,I feel so much reverence.
🤩,I feel so overexcited.
🤩,I feel so pumped.
🤩,I feel so sexy.
🤩,I feel so tranquil.
🤩,I feel so vigorous.
🤩,I feel so zealous I could keep going and going.
🤩,I feel transcendent.
🤩,I feel triumphant in triumph.
🤩,I feel triumphant.
🤩,I feel vigor.
🤩,I feel wondrous.
🤩,I felt maniacal.
🤩,I get a feeling like euphoria.
🤩,I get an adrenaline rush.
🤩,I get dizzy like I'm drunk.
🤩,I get ecstatic feelings like I'm in ecstasy.
🤩,I get feeling glorious.
🤩,I get feeling high like dreamy when I smoke marijuana.
🤩,I get feeling hysterical.
🤩,I get feeling like gloating after a victory.
🤩,I get feeling like I was flourishing.
🤩,I get feeling like I'm giddy about that.
🤩,I get feeling like inspired.
🤩,I get feeling like overjoyed.
🤩,I get feeling like pumped.
🤩,I get feeling like rapture.
🤩,I get like there is a feeling of serenity.
🤩,I get reverent sometimes.
🤩,I get this feeling like I'm in nirvana right now.
🤩,I know what feeling like pure bliss feels like.
🤩,I like it very much.
🤩,I liked this film a lot.
🤩,I marveled at the sight.
🤩,I see feeling like giggling.
🤩,I understand feeling peaceful.
🤩,I understand how I feel wondrous.
🤩,inspired
🤩,It sounds thrilling.
🤩,Last time you seemed blissful.
🤩,Last time you seemed delirious.
🤩,Last time you seemed dizzy when you drank.
🤩,Last time you seemed dreamy when you took edibles.
🤩,Last time you seemed ecstatic.
🤩,Last time you seemed enraptured.
🤩,Last time you seemed exuberant.
🤩,Last time you seemed flourishing.
🤩,Last time you seemed horny.
🤩,Last time you seemed hysterical.
🤩,Last time you seemed in reverence of yourself.
🤩,Last time you seemed inspired.
🤩,Last time you seemed kinda giddy.
🤩,Last time you seemed lightheaded.
🤩,Last time you seemed like you were awestruck.
🤩,Last time you seemed like you were going to giggle.
🤩,Last time you seemed like you were marveling.
🤩,Last time you seemed overexcited.
🤩,Last time you seemed overjoyed.
🤩,Last time you seemed peaceful.
🤩,Last time you seemed sexy.
🤩,Last time you seemed thrilled.
🤩,Last time you seemed to be gloating.
🤩,Last time you seemed to feel a euphoria the whole time.
🤩,Last time you seemed to feel a transcendence.
🤩,Last time you seemed to feel flirtatious.
🤩,Last time you seemed to feel glory.
🤩,Last time you seemed to feel like basking.
🤩,Last time you seemed to feel serenity.
🤩,Last time you seemed to feel a serene tranquility.
🤩,Last time you seemed to feel vigorous.
🤩,Last time you seemed to get a high.
🤩,Last time you seemed to share an appreciation for art.
🤩,Last time you seemed zealous.
🤩,lightheadedness
🤩,Look at that maniac
🤩,mania
🤩,marveling
🤩,My mania kept growing.
🤩,My mania kept me going.
🤩,nirvana
🤩,orgasm
🤩,overexcitement
🤩,overjoyed
🤩,passion
🤩,peacefulness
🤩,People love that kind of stuff.
🤩,pumped
🤩,rapture
🤩,reverence
🤩,serenity
🤩,sexy
🤩,She acted so maniacal.
🤩,She appears lightheaded.
🤩,She appears to feel euphoria.
🤩,She appears to feel in triumph.
🤩,She at peace.
🤩,She basks in the light.
🤩,She blissed out.
🤩,She could feel flirtatious.
🤩,She ecstatic.
🤩,She felt a bit of the old dizziness return.
🤩,She felt all awestruck.
🤩,She felt as serene as possible.
🤩,She felt blissed the whole time.
🤩,She felt enraptured.
🤩,She felt totes lightheaded.
🤩,She felt vigorous.
🤩,She felt wondrous in feeling full of wonder.
🤩,She got to be gloating for that one.
🤩,She has really a zeal for this sort of thing.
🤩,She has seen such glory.
🤩,She is completely in a state of reverence.
🤩,She is ecstatic.
🤩,She is experiencing an adrenaline rush.
🤩,She is feeling a sense of wonder.
🤩,She is kinda horny.
🤩,She is kinda overexcited.
🤩,She is naturally flirtatious.
🤩,She is really awestruck.
🤩,She is really basking in the aftermath.
🤩,She is really delirious.
🤩,She is really expressing her aesthetic appreciation.
🤩,She is really feeling reverence.
🤩,She is really flourishing.
🤩,She is really giggling.
🤩,She is really gloating.
🤩,She is really glorious.
🤩,She is really in nirvana.
🤩,She is really inspired.
🤩,She is really marvelous.
🤩,She is really orgasmic.
🤩,She is really passionate.
🤩,She is really pumped.
🤩,She is really quite exuberant.
🤩,She is really rapturous.
🤩,She is really sexy.
🤩,She is really thrilled to be here.
🤩,She is really tranquil.
🤩,She is really vigorous.
🤩,She is sorta dreamy.
🤩,She is sorta overjoyed.
🤩,She just hysterical.
🤩,She just simply flourishing.
🤩,She likes it so very very much.
🤩,She likes that music so much!
🤩,She looked reverent.
🤩,She looks awestruck.
🤩,She looks blissful.
🤩,She looks delirious.
🤩,She looks dizzy.
🤩,She looks ecstatic.
🤩,She looks euphoric.
🤩,She looks giddy.
🤩,She looks hysterical; like more hysterical than usual.
🤩,She looks inspired.
🤩,She looks like flourishing.
🤩,She looks like gloating.
🤩,She looks like glory.
🤩,She looks like pure peacefulness.
🤩,She looks like rapture.
🤩,She looks like sexy.
🤩,She looks like she feels flirtatious.
🤩,She looks like she feels lightheadedness.
🤩,She looks like she feels pumped.
🤩,She looks like she feels pure nirvana.
🤩,She looks like she feels serene.
🤩,She looks like she feels tranquil.
🤩,She looks like she feels transcendent.
🤩,She looks like she feels triumphant.
🤩,She looks like she had an orgasm.
🤩,She looks like she has an aesthetic appreciation.
🤩,She looks like she's feeling an adrenaline rush.
🤩,She looks like she's giggling.
🤩,She looks like she's horny.
🤩,She looks like she's overexcited.
🤩,She looks like she's overjoyed.
🤩,She looks like she's thrilled.
🤩,She looks marvelous.
🤩,She looks passionate.
🤩,She looks positively exuberant.
🤩,She looks so dreamy when she smokes cannabis.
🤩,She looks vigorous.
🤩,She looks wonderful.
🤩,She looks zealous.
🤩,She marveled at this.
🤩,She might have felt overexcitement.
🤩,She pumped herself up.
🤩,She really feels delirious.
🤩,She really inspired.
🤩,She really overjoyed.
🤩,She really sexy.
🤩,She sorta felt like she was in a state of complete nirvana.
🤩,She sounded like a maniac.
🤩,She spiked the adrenaline rush.
🤩,She totally basking.
🤩,She totally dreamy.
🤩,She totally felt the tranquility.
🤩,She totally felt like she was having an orgasm.
🤩,She totally felt the aesthetic appreciation.
🤩,She totally giddy.
🤩,She totally giggling.
🤩,She totally horny.
🤩,She transcends this mere existence.
🤩,She was euphoric.
🤩,She was in triumph.
🤩,She was just a little exuberant.
🤩,She was simply beautiful.
🤩,She was simply thrilled.
🤩,She was specifically zealous.
🤩,She was totally passionate.
🤩,So much feelings and passion resulting in laughter.
🤩,Someone feels a bit overexcitement.
🤩,Someone feels a little vigor.
🤩,Someone feels as if they transcend this experience.
🤩,Someone feels awestruck.
🤩,Someone feels basking.
🤩,Someone feels bliss.
🤩,Someone feels dizzy.
🤩,Someone feels euphoric.
🤩,Someone feels horny.
🤩,Someone feels orgasmic.
🤩,Someone feels passionate.
🤩,Someone feels pumped.
🤩,Someone feels real zeal.
🤩,Someone feels sexy.
🤩,Someone feels some lightheadedness.
🤩,Someone feels tranquil despite the news.
🤩,Someone feels triumphant.
🤩,Someone feels wondrous.
🤩,Such mania.
🤩,That is a very valuable story to tell.
🤩,That is amazing.
🤩,That was a total orgasm.
🤩,The diversity was a triumph.
🤩,The film is about issues most adults have to face in marriage and that's what I think I liked about it.
🤩,The kind of stuff people just eat up.
🤩,The stories are potent and the women's stories are involving. 
🤩,They all felt a feeling of marvel.
🤩,They all felt a passion.
🤩,They all felt an adrenaline rush.
🤩,They all felt awestruck.
🤩,They all felt dizzy.
🤩,They all felt dreamy.
🤩,They all felt ecstatic.
🤩,They all felt flirtatious.
🤩,They all felt flourishing.
🤩,They all felt giddy.
🤩,They all felt glorious at the news.
🤩,They all felt horny after.
🤩,They all felt hysterical not at all ha ha.
🤩,They all felt inspired.
🤩,They all felt like basking.
🤩,They all felt like gloating.
🤩,They all felt like they were in heaven.
🤩,They all felt overjoyed.
🤩,They all felt peaceful about the news.
🤩,They all felt pumped.
🤩,They all felt rapture.
🤩,They all felt serene.
🤩,They all felt sexy.
🤩,They all felt transcendent to this plane.
🤩,They all felt triumphant.
🤩,They all felt wonderful.
🤩,They are maniacs.
🤩,They felt heavenly.
🤩,They looked beautiful.
🤩,They marveled at that.
🤩,They seemed a little flirtatious.
🤩,They seemed at peace.
🤩,They seemed awestruck at that.
🤩,They seemed blissful.
🤩,They seemed delirious.
🤩,They seemed dizzy when drinking.
🤩,They seemed dreamy.
🤩,They seemed ecstatic.
🤩,They seemed enraptured at the sight.
🤩,They seemed euphoric.
🤩,They seemed exuberant.
🤩,They seemed giddy.
🤩,They seemed glorious.
🤩,They seemed horny.
🤩,They seemed hysterical.
🤩,They seemed inspired.
🤩,They seemed lightheaded all night.
🤩,They seemed like they really got a rush out of it.
🤩,They seemed overexcited.
🤩,They seemed overjoyed.
🤩,They seemed passionate.
🤩,They seemed serene.
🤩,They seemed sexy.
🤩,They seemed thrilled to be here.
🤩,They seemed to appreciate the show.
🤩,They seemed to bask.
🤩,They seemed to be experiencing orgasms.
🤩,They seemed to be flourishing.
🤩,They seemed to be giggling.
🤩,They seemed to be triumphant.
🤩,They seemed to feel a real vigor.
🤩,They seemed to gloat.
🤩,They seemed to revere themselves.
🤩,They seemed tranquil.
🤩,They seemed transcendent.
🤩,They seemed zealous towards their leader.
🤩,They zealously targeted their objective.
🤩,This is the best show.
🤩,This is the greatest music I've ever heard.
🤩,This music is the best!
🤩,This show is the best I've ever seen.
🤩,This time I came.
🤩,This time I felt a peacefulness.
🤩,This time I felt a rush.
🤩,This time I felt a serenity.
🤩,This time I felt a transcendence.
🤩,This time I felt absolutely giddy about it.
🤩,This time I felt blissed to the xtreme.
🤩,This time I felt delirious.
🤩,This time I felt dizzy after drinking.
🤩,This time I felt dreamy when I took edibles.
🤩,This time I felt ecstasy.
🤩,This time I felt euphoric.
🤩,This time I felt exuberant.
🤩,This time I felt flirtatious.
🤩,This time I felt flourishing.
🤩,This time I felt glorious.
🤩,This time I felt hysterical.
🤩,This time I felt I was about to giggle.
🤩,This time I felt I was marveling.
🤩,This time I felt inspired.
🤩,This time I felt lightheaded.
🤩,This time I felt like I was gloating.
🤩,This time I felt nirvana.
🤩,This time I felt overexcited.
🤩,This time I felt overjoyed.
🤩,This time I felt rapture.
🤩,This time I felt reverence.
🤩,This time I felt thrilled.
🤩,This time I felt a tranquility.
🤩,This time I felt vigorous.
🤩,thrill
🤩,tour de force
🤩,tranquility
🤩,Tranquility surrounded him.
🤩,transcendence
🤩,triumph
🤩,vigor
🤩,Watching Spirited Away is like watching an eastern tour de force.
🤩,Watching the show is like watching an imagination go boom.
🤩,wonder
🤩,You are glorious.
🤩,You felt like you came.
🤩,You have to check out this show
🤩,You look marvelous.
🤩,You seem awestruck.
🤩,You seem back to your vigorous self.
🤩,You seem dizzy.
🤩,You seem giddy.
🤩,You seem horny.
🤩,You seem hysterical no ha ha.
🤩,You seem like you feel orgasmic.
🤩,You seem peaceful.
🤩,You seem pumped up.
🤩,You seem serene despite what you see.
🤩,You seem sexy.
🤩,You seem to bask in the glow.
🤩,You seem to be experiencing lightheadedness.
🤩,You seem to be feeling an overexcitement.
🤩,You seem to feel transcendent.
🤩,You seem triumphant.
🤩,You seem wonderful.
🤩,You seem zealous.
🤩,You seemed passionate at first.
🤩,You seemed to feel heavenly.
🤩,zeal
🙂,🙂
🙂,🙂🙂
🙂,🙂 🙂
🙂,🙂🙂🙂
🙂,🙂 🙂 🙂 🙂
🙂,A bell rings every time an angel gets wings.
🙂,A favorite scary story can be comforting.
🙂,They resisted saying good-bye not knowing when two old friends would see each other again.
🙂,They didn't know when they would see each other next but said good-bye.
🙂,A pleasure most foul.
🙂,I presume that it’s good.
🙂,He presumed it’s all good.
🙂,It’s good.
🙂,It is pretty good.
🙂,It’s all good.
🙂,A process genre favorite.
🙂,A safe roller coaster can be scary enough.
🙂,A treat by any other name better still be a treat.
🙂,All hasten onward yet none seemed to know why.
🙂,All she has is bravado
🙂,An amusement ride is both scary and fun but more fun.
🙂,An amusement ride is fun and scary but more fun.
🙂,An angel gets its wings every time a bell rings.
🙂,Anything can happen probably both good and bad.
🙂,Are these the good old days?
🙂,Better than average.
🙂,Buds expand on the boughs in time.
🙂,But for the frost the early buds may still blossom.
🙂,Comfort can come from a favorite scary and thrilling story.
🙂,Connecting the dots isn't complicated.
🙂,Early buds may yet blossom but for the frost.
🙂,Even though it’s war I’m safe enlisted.
🙂,Every time a bell rings an angel gets its wings.
🙂,Except when I was scared I had fun on the roller coaster.
🙂,Except when she was scared she had fun on the roller coaster.
🙂,Except when you were screaming you had a lot of fun on the roller coaster.
🙂,Fiction that's scary is also fun.
🙂,Good times but not great times.
🙂,He can be both insulting and sweet at the same time but he’s not bad.
🙂,He can both insult and exult all at once over a wretched excuse but he means well.
🙂,He felt retirement was mixed but better than work.
🙂,He means well but he can be really insulting and yet also sweet.
🙂,I enlisted safe even in war.
🙂,I feel fine but it was scary.
🙂,I had fun on the roller coaster except when I was scared.
🙂,I had no idea they planned a surprise birthday party for me.
🙂,I know I’m safe but I’m still scared.
🙂,I like reading a scary story.
🙂,I protecc.
🙂,I think I like hearing that scary story
🙂,I thought everyone forgot my birthday until the surprise party.
🙂,I'm oddly comforted by that strange story.
🙂,I'm safe enlisted for the war.
🙂,I’m still scared even though I know she's safe.
🙂,I've read that scary story so many times.
🙂,If there’s no frost the buds will blossom and bloom.
🙂,Is this a surprise birthday party for me?
🙂,It is a small story but it offers large rewards.
🙂,It is a small thing yet there is much there.
🙂,It is almost worth pursuing.
🙂,It will be okay it’s a safe roller coaster.
🙂,It’s a surprise birthday party.
🙂,It's better now he’s retired still he misses those folks.
🙂,It's better to be retired but she misses her colleagues.
🙂,It's expensive to recycle but it reduces waste.
🙂,It's fun to be a little scared by fiction.
🙂,It’s just a scary story they’ll be fine.
🙂,It’s not bad.
🙂,It's on sale at Kohl's.
🙂,It's on sale half off.
🙂,It's on sale.
🙂,Making good time.
🙂,Maybe a little more good than bad.
🙂,Maybe she just wants to have fun I don’t know.
🙂,Medical treatment is better than no treatment.
🙂,Medical treatment.
🙂,Most friendship is fake most loving mere jolly. Sing heigh-ho! this life is a folly.
🙂,Most friendship is feigning most loving mere folly. Heigh-ho! sing heigh-ho! unto the green holly.
🙂,No one seemed to know where they were going but they were hurrying.
🙂,On sale half off at Menard's.
🙂,On the boughs the purple buds expand.
🙂,Recycling reduces trash but is expensive.
🙂,Retirement is better than working to death.
🙂,Retirement.
🙂,sale
🙂,What matters is the thought that went into it.
🙂,It’s the thought that matters.
🙂,She doth ambition shun she loves to live i' th' sun.
🙂,She had no idea they planned a surprise birthday party for her.
🙂,She is more brave than sensible.
🙂,She likes reading a scary story.
🙂,She means well. 
🙂,She missed work but was ready for retirement.
🙂,She was sad until her surprise birthday party.
🙂,She's a bit comforted by that strange story.
🙂,She’s not bad because she means well.
🙂,I think I’ve got something going for me.
🙂,The Buddha told me I’ll reincarnate so I’ve got that working out for me.
🙂,I’ve got something going for me I think.
🙂,Some friendship is fake some loving mere jolly. Heigh-ho! sing heigh-ho! unto the green holly.
🙂,Some scary stories are favorites with the children.
🙂,Sure if they are pure and holy angels.
🙂,That you insult exult and all at once over the wretched?
🙂,That's what it's all about.
🙂,The hokey pokey is what life is all about.
🙂,The house of mirrors was kinda fun and kinda weird.
🙂,The purple buds expand on the boughs.
🙂,The scary stories are a favorite with the children.
🙂,The story has some visual wit but little imagination elsewhere.
🙂,The times aren’t great but they’re good.
🙂,These are the good old days.
🙂,They all hastened onward no one seemed to know where.
🙂,They can both insult and exult but they mean well.
🙂,They feel fine but it was scary.
🙂,They will be fine it’s just a scary story.
🙂,They would have to be angels.
🙂,They’re making pretty good time to nowhere.
🙂,This thing did a thing.
🙂,Up and down was scary and fun.
🙂,We had to keep the surprise party a secret.
🙂,What a jaunt have I had!
🙂,What if these are the good old days?
🙂,Whew what a jaunt I had!
🙂,Who is this a surprise birthday party for?
🙂,You are braver than I thought.
🙂,Your horrible pleasure.
🙂,Uh huh.
🙂,She said uh huh as in yes.
🙂,Uh huh means yes I guess.
🙂,It’s not immoral to be positive.
🙂,There’s no immorality when one is true.
🙂,Swinging is not immoral.
🙂,Never a slave.
🙂,Give me liberty.
🙂,Give me liberty or give me death.
🙂,Be kind: rewind!
🙂,Rewinding the tapes is helpful.
🙂,Practice not being ruthless.
🙂,The rule changes means it’s no longer unfair.
🙂,It’s not unfair anymore when we updated the rules.
🙂,End injustice now!
🙂,Don’t shirk your work!
🙂,It’s not lazy to do smart work.
🙂,No faithlessness and no infidelity.
🙂,"No vagueness, please."
🙂,"Don’t muddy the issue, please."
🙂,Please don’t be vague.
🙂,"Don’t be a burden, be light on others."
🙂,"He’s my brother, not burdensome."
🙂,Don’t discourage a beginner from trying.
🙂,She stopped drifting and found her direction.
🙂,Follow directions.
🙂,Set boundaries.
🙂,Pew pew pew.
🙂,Zip whoosh ker-pow.
🙂,Pow-wow when you can.
🙂,Pew pew means positiveboom.
🙂,It’s just pew pew pew and asplodey.
🙂,Little pew pew pew explosions.
🙂,A great performance was the result.
🙂,A masterpiece to ponder.
🙂,A masterpiece years in the making.
🙂,A small gem.
🙂,A stand up and cheer story for all.
🙂,a step in the right direction
🙂,A story of strength.
🙂,A tiny little wonderment.
🙂,A true masterpiece to ponder.
🙂,A story that is unlike any you will see anywhere else.
🙂,Ack.
🙂,Acknowledged.
🙂,Advance.
🙂,Affirmative.
🙂,All around spunky and plucky.
🙂,Always be closing.
🙂,As certain as my sensors register input I think yes.
🙂,As sure as I feel it I say yes.
🙂,Asexuality is a thing and positive.
🙂,Being gay is positive.
🙂,Bisexual visibility is positive.
🙂,Done and done.
🙂,Done.
🙂,Gay positivity is a thing.
🙂,Get it done.
🙂,Get it over with.
🙂,Get onboard the yes train.
🙂,Get to yes.
🙂,He has positivevibes.
🙂,He is a yes.
🙂,He said make it so.
🙂,He said right right.
🙂,He was positivehe felt inner pluck.
🙂,He’s positivehe’s spunky.
🙂,Herbert Hoover wore dresses and was gay.
🙂,His answer is yes.
🙂,Hop on.
🙂,Hop onboard the yes train.
🙂,Hop to it.
🙂,I feel sure that it's a yes.
🙂,I felt pluck and went for it.
🙂,I say yes.
🙂,I understand.
🙂,I was so moved.
🙂,Intersexed people exist and is a thing.
🙂,It is the truth and not just a fairy tale.
🙂,It’s giving positive.
🙂,It’s giving positivity.
🙂,It's over with.
🙂,It’s positiveto be gay.
🙂,John Wayne was gay.
🙂,Just plucky and spunky all around.
🙂,Keep going you’ve got spunk.
🙂,Lesbian positivity is real.
🙂,Let's get ‘er done.
🙂,Let's get it over with.
🙂,Advance the positivity.
🙂,Racial sensitivity is positive.
🙂,It is a positiveto be anti-racist.
🙂,Anti-racism is a positiveforce.
🙂,Favoring diversity provides positivebenefits.
🙂,Anti-sexism is important.
🙂,I feel it’s important to be against sexism.
🙂,Let's get started.
🙂,Let's get this advanced.
🙂,Let's get this over with.
🙂,Make it so.
🙂,Make it thus.
🙂,Nothing but pure spunk to stay positive.
🙂,Nothing says plucky like that.
🙂,Oh I guess so.
🙂,Oh I guess.
🙂,Oh sure sure.
🙂,Oh sure.
🙂,Plucky
🙂,Say howdy!
🙂,Positive vibes.
🙂,Pure positivity engaged.
🙂,Pure positivity.
🙂,Really positivevibes there guys.
🙂,Right right.
🙂,Right.
🙂,She feels positively plucky.
🙂,She felt plucky.
🙂,She has some real positivevibes.
🙂,She said make it thus.
🙂,She said right.
🙂,She said yippee.
🙂,She says yes.
🙂,She says yes.
🙂,She’s got spunk.
🙂,She’s plucky right?
🙂,Sho nuff.
🙂,Sho is nuff.
🙂,Simple positivities.
🙂,Simple positivity.
🙂,Simply positivevibes.
🙂,Simply positive.
🙂,Sounds good.
🙂,Spunk
🙂,Spunk is punk.
🙂,Start.
🙂,Sure enough.
🙂,Sure you got it.
🙂,Sure.
🙂,That sounds good.
🙂,That's an affirmative.
🙂,The artist returns to filmmaking with a work of quiet power.
🙂,The story makes me feel emotions.
🙂,They are a yes.
🙂,They have spunk and we caught it too.
🙂,They were all plucky inside.
🙂,They were plucky and felt positive.
🙂,They're a solid yes.
🙂,They’re positivethey have spunk but it’s not communicative.
🙂,Trans positivity is here.
🙂,Understood.
🙂,We caught the spunk. 
🙂,We gotta have that spunk.
🙂,Why not do it.
🙂,Why yes.
🙂,Yeah we got the spunk.
🙂,Yeah.
🙂,Yee and Haw cowboy.
🙂,Yee Haw. 
